frame_number,track_id,class_name,confidence,x1,y1,x2,y2,timestamp
3,1,car,0.774725,445,750,477,782,1782022433.769480
3,2,motorcycle,0.667016,19,1099,66,1175,1782022433.769480
4,1,car,0.784108,445,750,477,783,1782022434.701167
4,2,motorcycle,0.481439,7,1110,57,1189,1782022434.701167
5,1,car,0.714463,445,751,477,783,1782022435.442170
5,2,car,0.447999,0,1117,50,1198,1782022435.442170
6,1,car,0.708132,445,752,477,784,1782022436.141997
6,2,car,0.620624,-6,1125,44,1207,1782022436.141997
7,1,car,0.704882,445,753,477,785,1782022436.969521
7,2,car,0.461025,-13,1133,38,1216,1782022436.969521
8,1,car,0.698200,445,753,478,787,1782022437.782080
8,2,car,0.408655,-20,1140,32,1225,1782022437.782080
8,7,car,0.451882,562,867,588,921,1782022437.782080
9,1,car,0.668448,445,754,478,787,1782022438.661521
9,2,car,0.408610,-27,1148,26,1234,1782022438.661521
9,7,car,0.408610,562,868,588,922,1782022438.661521
10,1,car,0.675550,446,754,479,788,1782022439.397270
10,2,truck,0.403923,-34,1156,20,1243,1782022439.397270
10,7,truck,0.403923,563,868,589,923,1782022439.397270
11,1,car,0.660838,446,754,479,788,1782022440.352149
11,2,car,0.660838,-41,1163,13,1252,1782022440.352149
11,7,car,0.660838,563,869,590,924,1782022440.352149
12,1,car,0.654382,446,754,479,789,1782022440.935181
12,2,car,0.654382,-48,1171,7,1261,1782022440.935181
12,7,car,0.654382,563,869,590,925,1782022440.935181
13,1,car,0.645799,446,755,479,789,1782022441.741106
13,2,truck,0.413492,-55,1179,1,1270,1782022441.741106
13,7,truck,0.413492,564,870,591,926,1782022441.741106
14,1,car,0.561179,448,758,479,790,1782022442.205133
14,2,car,0.561179,-62,1186,-4,1279,1782022442.205133
14,7,car,0.561179,564,870,591,927,1782022442.205133
15,1,car,0.586515,448,759,479,790,1782022442.700542
15,2,car,0.586515,-69,1194,-10,1288,1782022442.700542
15,7,car,0.586515,564,871,592,928,1782022442.700542
16,1,car,0.569827,449,760,479,791,1782022443.295447
16,2,truck,0.421343,-76,1201,-17,1297,1782022443.295447
16,7,truck,0.421343,565,871,593,929,1782022443.295447
17,1,car,0.592528,449,760,479,791,1782022443.793578
17,2,truck,0.431707,-83,1209,-23,1306,1782022443.793578
17,7,truck,0.431707,565,872,593,930,1782022443.793578
18,1,car,0.641549,449,761,480,792,1782022444.255932
18,2,truck,0.440621,-90,1217,-29,1315,1782022444.255932
18,7,truck,0.440621,566,872,594,931,1782022444.255932
18,12,truck,0.440621,427,944,540,1114,1782022444.255932
19,1,car,0.644576,448,760,480,793,1782022444.698076
19,2,truck,0.472177,-97,1224,-35,1324,1782022444.698076
19,7,truck,0.472177,566,873,594,932,1782022444.698076
19,12,truck,0.472177,425,947,540,1121,1782022444.698076
20,1,car,0.629455,449,761,481,793,1782022445.194102
20,2,truck,0.508666,-104,1232,-41,1333,1782022445.194102
20,7,car,0.401085,579,893,609,955,1782022445.194102
20,12,truck,0.508666,425,951,542,1129,1782022445.194102
21,1,car,0.610847,449,762,482,794,1782022445.645981
21,2,truck,0.606550,-111,1240,-48,1342,1782022445.645981
21,7,truck,0.606550,580,895,611,958,1782022445.645981
21,12,truck,0.606550,424,956,543,1137,1782022445.645981
22,1,car,0.618256,449,762,482,795,1782022446.160320
22,2,truck,0.673552,-119,1247,-54,1350,1782022446.160320
22,7,car,0.474026,583,898,613,961,1782022446.160320
22,12,truck,0.673552,424,962,545,1146,1782022446.160320
23,1,car,0.702283,449,763,483,796,1782022446.681742
23,2,car,0.407216,-126,1255,-60,1359,1782022446.681742
23,7,car,0.524950,584,898,615,963,1782022446.681742
23,12,car,0.524950,423,966,547,1153,1782022446.681742
24,1,car,0.706939,449,764,483,797,1782022447.296097
24,2,car,0.465269,-133,1263,-66,1368,1782022447.296097
24,7,car,0.537388,586,901,617,965,1782022447.296097
24,12,car,0.537388,422,970,548,1160,1782022447.296097
25,1,car,0.729327,449,765,483,798,1782022448.043075
25,2,car,0.515636,-140,1270,-72,1377,1782022448.043075
25,7,car,0.464237,588,904,618,966,1782022448.043075
25,12,truck,0.489223,426,978,558,1176,1782022448.043075
25,13,car,0.515636,22,787,91,830,1782022448.043075
26,1,car,0.787861,448,765,484,798,1782022448.788178
26,2,car,0.505873,-147,1278,-79,1386,1782022448.788178
26,7,car,0.415319,590,907,620,971,1782022448.788178
26,12,truck,0.458179,426,982,563,1186,1782022448.788178
26,13,car,0.505873,22,787,91,830,1782022448.788178
27,1,car,0.786117,449,765,485,799,1782022449.462140
27,2,car,0.500825,-154,1285,-85,1395,1782022449.462140
27,7,bus,0.469232,591,909,622,974,1782022449.462140
27,12,bus,0.469232,426,986,565,1194,1782022449.462140
27,13,car,0.500825,22,787,91,830,1782022449.462140
28,1,car,0.780529,448,766,486,801,1782022450.211496
28,2,car,0.503220,-161,1293,-91,1404,1782022450.211496
28,7,bus,0.493711,593,911,624,976,1782022450.211496
28,12,bus,0.493711,426,991,568,1202,1782022450.211496
28,13,car,0.503220,22,787,91,830,1782022450.211496
29,1,car,0.794142,448,766,487,802,1782022451.131385
29,2,car,0.510412,-168,1301,-97,1413,1782022451.131385
29,7,truck,0.494631,594,913,626,979,1782022451.131385
29,12,truck,0.494631,419,998,567,1219,1782022451.131385
29,13,car,0.510412,22,787,91,830,1782022451.131385
30,1,car,0.779146,448,767,487,803,1782022451.883997
30,2,car,0.525328,-175,1308,-103,1422,1782022451.883997
30,7,truck,0.516873,596,916,628,982,1782022451.883997
30,12,truck,0.516873,417,1004,569,1230,1782022451.883997
30,13,car,0.525328,22,787,91,830,1782022451.883997
31,1,car,0.795404,447,767,488,805,1782022452.575586
31,2,car,0.511088,-182,1316,-110,1431,1782022452.575586
31,7,truck,0.422212,597,918,629,984,1782022452.575586
31,12,truck,0.422212,418,1011,572,1242,1782022452.575586
31,13,car,0.511088,23,788,91,830,1782022452.575586
31,16,car,0.446154,328,766,372,816,1782022452.575586
32,1,car,0.790376,447,767,488,806,1782022453.143337
32,2,car,0.511701,-189,1324,-116,1440,1782022453.143337
32,7,car,0.790376,599,920,631,987,1782022453.143337
32,12,car,0.790376,417,1016,574,1251,1782022453.143337
32,13,car,0.511701,23,788,91,830,1782022453.143337
32,16,car,0.530156,326,765,373,818,1782022453.143337
33,1,car,0.780987,447,768,488,807,1782022453.712770
33,2,car,0.522852,-196,1331,-122,1449,1782022453.712770
33,7,car,0.780987,600,922,633,990,1782022453.712770
33,12,car,0.780987,416,1021,577,1261,1782022453.712770
33,13,car,0.522852,23,788,91,830,1782022453.712770
33,16,car,0.467278,324,766,371,819,1782022453.712770
34,1,car,0.730494,448,769,488,807,1782022454.642410
34,2,car,0.521510,-203,1339,-128,1458,1782022454.642410
34,7,car,0.730494,602,924,635,992,1782022454.642410
34,12,truck,0.453301,413,1031,576,1277,1782022454.642410
34,13,car,0.521510,23,788,91,830,1782022454.642410
34,16,car,0.499592,322,765,371,821,1782022454.642410
35,1,car,0.693938,448,770,488,808,1782022455.445913
35,7,car,0.693938,604,927,636,995,1782022455.445913
35,12,car,0.693938,412,1036,578,1287,1782022455.445913
35,13,car,0.503323,23,788,91,830,1782022455.445913
35,16,car,0.523481,321,767,369,822,1782022455.445913
36,1,car,0.674719,448,771,488,809,1782022456.254379
36,7,car,0.674719,605,929,638,998,1782022456.254379
36,12,truck,0.479717,416,1043,574,1282,1782022456.254379
36,13,car,0.477867,23,788,91,830,1782022456.254379
36,16,car,0.437361,321,768,368,823,1782022456.254379
36,17,person,0.508625,100,810,121,853,1782022456.254379
37,1,car,0.698765,449,771,489,809,1782022456.801959
37,7,car,0.698765,607,931,640,1000,1782022456.801959
37,12,car,0.698765,416,1049,576,1291,1782022456.801959
37,13,car,0.480262,23,788,92,830,1782022456.801959
37,16,car,0.516036,319,769,368,824,1782022456.801959
37,17,person,0.503471,99,809,121,855,1782022456.801959
38,1,car,0.747312,449,772,489,810,1782022457.368709
38,7,car,0.747312,608,933,642,1003,1782022457.368709
38,12,car,0.747312,415,1054,577,1300,1782022457.368709
38,13,car,0.492278,23,788,92,830,1782022457.368709
38,16,car,0.518073,319,769,368,826,1782022457.368709
38,17,person,0.459758,98,808,120,856,1782022457.368709
39,1,car,0.749532,450,773,489,810,1782022457.813464
39,7,car,0.749532,610,936,644,1006,1782022457.813464
39,12,car,0.749532,415,1060,579,1308,1782022457.813464
39,13,car,0.460228,24,788,92,830,1782022457.813464
39,16,car,0.536894,318,770,368,827,1782022457.813464
39,17,car,0.460228,97,808,120,857,1782022457.813464
40,1,car,0.732137,450,773,490,811,1782022458.261971
40,7,car,0.732137,611,938,645,1008,1782022458.261971
40,12,car,0.732137,414,1065,581,1317,1782022458.261971
40,13,car,0.466020,24,788,92,829,1782022458.261971
40,16,car,0.499970,318,771,368,828,1782022458.261971
40,17,car,0.466020,96,807,120,858,1782022458.261971
41,1,car,0.775594,451,773,491,812,1782022458.824497
41,7,car,0.775594,613,940,647,1011,1782022458.824497
41,12,bus,0.413993,424,1072,568,1284,1782022458.824497
41,13,car,0.446621,23,788,92,829,1782022458.824497
41,16,car,0.531976,318,772,368,829,1782022458.824497
41,17,car,0.446621,95,806,120,859,1782022458.824497
42,1,car,0.765567,451,774,492,813,1782022459.560858
42,7,bus,0.442955,614,942,649,1014,1782022459.560858
42,12,bus,0.442955,425,1078,568,1289,1782022459.560858
42,13,car,0.454797,23,787,92,829,1782022459.560858
42,16,car,0.471764,317,772,367,830,1782022459.560858
42,17,car,0.454797,94,805,119,860,1782022459.560858
43,1,car,0.820758,451,775,492,814,1782022460.295838
43,7,bus,0.505595,616,944,651,1017,1782022460.295838
43,12,bus,0.505595,425,1084,569,1294,1782022460.295838
43,13,car,0.457846,23,787,92,829,1782022460.295838
43,16,car,0.481773,317,773,368,832,1782022460.295838
43,17,car,0.457846,93,804,119,861,1782022460.295838
44,1,car,0.783472,451,776,492,815,1782022460.987867
44,7,bus,0.446824,618,947,652,1019,1782022460.987867
44,12,bus,0.446824,426,1089,569,1299,1782022460.987867
44,13,car,0.474622,23,788,92,829,1782022460.987867
44,16,car,0.590598,316,773,367,833,1782022460.987867
44,17,car,0.474622,92,803,119,862,1782022460.987867
44,18,bus,0.446824,384,832,455,936,1782022460.987867
44,19,motorcycle,0.476064,200,970,232,1020,1782022460.987867
45,1,car,0.824149,451,778,492,816,1782022461.595643
45,7,car,0.824149,619,949,654,1022,1782022461.595643
45,12,car,0.824149,426,1095,569,1304,1782022461.595643
45,13,car,0.462951,24,788,92,829,1782022461.595643
45,16,car,0.574764,315,774,367,834,1782022461.595643
45,17,car,0.462951,91,802,119,863,1782022461.595643
45,18,car,0.824149,384,833,456,937,1782022461.595643
45,19,car,0.574764,198,972,231,1023,1782022461.595643
46,1,car,0.832258,451,779,492,817,1782022462.237062
46,7,car,0.832258,621,951,656,1025,1782022462.237062
46,12,car,0.832258,427,1101,569,1309,1782022462.237062
46,13,car,0.463639,24,788,93,829,1782022462.237062
46,16,car,0.538989,315,775,367,836,1782022462.237062
46,17,car,0.463639,90,801,119,865,1782022462.237062
46,18,car,0.832258,384,833,456,938,1782022462.237062
46,19,car,0.538989,197,974,230,1027,1782022462.237062
47,1,car,0.821050,451,780,493,819,1782022462.973355
47,7,car,0.821050,622,953,658,1027,1782022462.973355
47,12,car,0.821050,428,1106,570,1315,1782022462.973355
47,13,car,0.503689,23,787,93,830,1782022462.973355
47,16,car,0.576017,315,776,367,838,1782022462.973355
47,17,person,0.413252,91,817,111,860,1782022462.973355
47,18,car,0.821050,384,834,456,939,1782022462.973355
47,19,person,0.413252,195,976,229,1030,1782022462.973355
48,1,car,0.805775,452,781,494,820,1782022463.897215
48,7,bus,0.425724,624,955,660,1030,1782022463.897215
48,12,bus,0.425724,428,1112,570,1320,1782022463.897215
48,13,car,0.505607,23,787,93,830,1782022463.897215
48,16,car,0.505143,315,778,366,839,1782022463.897215
48,17,person,0.489330,89,820,109,861,1782022463.897215
48,18,bus,0.425724,382,837,458,948,1782022463.897215
48,19,person,0.489330,193,978,228,1033,1782022463.897215
49,1,car,0.785854,452,782,494,821,1782022464.835272
49,7,car,0.785854,625,958,661,1033,1782022464.835272
49,12,motorcycle,0.430242,429,1117,570,1325,1782022464.835272
49,13,car,0.514393,23,787,93,830,1782022464.835272
49,16,car,0.462522,314,779,366,841,1782022464.835272
49,17,person,0.528956,88,822,107,862,1782022464.835272
49,18,car,0.785854,382,838,459,951,1782022464.835272
49,19,motorcycle,0.430242,174,1005,209,1060,1782022464.835272
50,1,car,0.764965,452,782,494,822,1782022465.688111
50,7,car,0.764965,627,960,663,1035,1782022465.688111
50,12,motorcycle,0.469055,429,1123,570,1330,1782022465.688111
50,13,car,0.568583,23,787,93,830,1782022465.688111
50,16,car,0.530607,313,780,367,843,1782022465.688111
50,17,person,0.600779,88,822,107,863,1782022465.688111
50,18,car,0.764965,381,839,460,953,1782022465.688111
50,19,motorcycle,0.469055,168,1007,206,1068,1782022465.688111
51,1,car,0.733003,451,782,495,823,1782022466.521919
51,7,bus,0.613789,628,962,665,1038,1782022466.521919
51,12,bus,0.613789,430,1129,571,1335,1782022466.521919
51,13,car,0.569965,23,787,92,830,1782022466.521919
51,16,car,0.462101,313,780,367,845,1782022466.521919
51,17,person,0.587183,87,823,106,864,1782022466.521919
51,18,bus,0.613789,382,843,460,957,1782022466.521919
51,19,motorcycle,0.545356,163,1018,201,1078,1782022466.521919
52,1,car,0.738705,452,783,495,824,1782022467.341103
52,7,bus,0.718467,630,964,667,1041,1782022467.341103
52,12,bus,0.718467,430,1134,571,1340,1782022467.341103
52,13,car,0.528935,24,788,91,829,1782022467.341103
52,16,bus,0.718467,312,781,367,846,1782022467.341103
52,17,person,0.553786,87,824,106,865,1782022467.341103
52,18,bus,0.718467,382,844,460,959,1782022467.341103
52,19,motorcycle,0.500174,156,1022,197,1088,1782022467.341103
53,1,car,0.721876,452,783,496,825,1782022468.467719
53,7,bus,0.756289,632,966,668,1043,1782022468.467719
53,12,bus,0.756289,431,1140,571,1346,1782022468.467719
53,13,car,0.541893,24,788,91,829,1782022468.467719
53,16,car,0.456225,311,784,366,847,1782022468.467719
53,17,person,0.534495,86,824,105,865,1782022468.467719
53,18,bus,0.756289,382,845,460,961,1782022468.467719
53,19,motorcycle,0.401265,151,1033,191,1097,1782022468.467719
54,1,car,0.748761,452,784,497,826,1782022469.336451
54,7,bus,0.511465,633,969,670,1046,1782022469.336451
54,12,bus,0.511465,431,1146,571,1351,1782022469.336451
54,13,car,0.561292,25,789,90,829,1782022469.336451
54,16,car,0.630915,312,787,365,849,1782022469.336451
54,17,person,0.531937,85,824,104,866,1782022469.336451
54,18,bus,0.511465,382,847,461,966,1782022469.336451
54,19,person,0.531937,147,1039,187,1105,1782022469.336451
55,1,car,0.777330,452,784,497,826,1782022470.280480
55,7,bus,0.451654,635,971,672,1049,1782022470.280480
55,12,bus,0.451654,432,1151,572,1356,1782022470.280480
55,13,car,0.588792,24,789,90,829,1782022470.280480
55,16,car,0.547915,310,787,365,851,1782022470.280480
55,17,person,0.544465,84,824,103,867,1782022470.280480
55,18,bus,0.451654,381,849,461,968,1782022470.280480
55,19,person,0.544465,142,1046,183,1112,1782022470.280480
56,1,car,0.780572,453,785,498,827,1782022471.033896
56,7,bus,0.431685,636,973,674,1051,1782022471.033896
56,12,bus,0.431685,433,1157,572,1361,1782022471.033896
56,13,car,0.597143,24,789,90,829,1782022471.033896
56,16,car,0.482296,306,788,362,851,1782022471.033896
56,17,person,0.474570,82,824,102,867,1782022471.033896
56,18,bus,0.431685,381,851,462,973,1782022471.033896
56,19,motorcycle,0.624277,129,1059,172,1129,1782022471.033896
57,1,car,0.802480,453,785,498,828,1782022471.838120
57,12,motorcycle,0.507586,433,1163,572,1366,1782022471.838120
57,13,car,0.605803,23,788,90,829,1782022471.838120
57,16,car,0.588424,306,789,363,854,1782022471.838120
57,17,car,0.605803,81,824,101,868,1782022471.838120
57,18,car,0.802480,381,853,463,976,1782022471.838120
57,19,motorcycle,0.507586,123,1070,167,1141,1782022471.838120
58,1,car,0.746528,453,786,499,830,1782022472.530351
58,12,motorcycle,0.460463,434,1168,572,1371,1782022472.530351
58,13,car,0.607201,23,787,90,829,1782022472.530351
58,16,car,0.661272,304,788,365,856,1782022472.530351
58,17,car,0.607201,80,825,100,869,1782022472.530351
58,18,car,0.746528,380,854,463,979,1782022472.530351
58,19,motorcycle,0.460463,112,1076,159,1152,1782022472.530351
59,1,car,0.696376,453,787,499,832,1782022473.392611
59,12,bus,0.440088,434,1174,573,1377,1782022473.392611
59,13,car,0.611110,22,787,90,829,1782022473.392611
59,16,car,0.636607,302,790,362,857,1782022473.392611
59,17,car,0.611110,79,825,99,870,1782022473.392611
59,18,bus,0.440088,381,856,465,983,1782022473.392611
59,19,motorcycle,0.476312,101,1086,150,1164,1782022473.392611
60,1,car,0.694257,453,789,499,834,1782022474.186981
60,12,motorcycle,0.638936,435,1179,573,1382,1782022474.186981
60,13,car,0.612524,22,787,90,829,1782022474.186981
60,16,car,0.613834,300,792,361,859,1782022474.186981
60,17,car,0.612524,79,826,99,870,1782022474.186981
60,18,car,0.694257,381,857,466,986,1782022474.186981
60,19,motorcycle,0.638936,94,1098,143,1178,1782022474.186981
61,1,car,0.721459,454,789,500,835,1782022475.139562
61,12,motorcycle,0.660981,435,1185,573,1387,1782022475.139562
61,13,car,0.626558,23,787,89,829,1782022475.139562
61,16,car,0.593000,298,791,361,861,1782022475.139562
61,17,car,0.626558,78,826,98,871,1782022475.139562
61,18,car,0.721459,380,859,467,989,1782022475.139562
61,19,motorcycle,0.660981,85,1105,139,1193,1782022475.139562
62,1,car,0.719987,454,790,501,837,1782022475.949051
62,12,motorcycle,0.492332,436,1191,573,1392,1782022475.949051
62,13,car,0.646245,23,787,89,829,1782022475.949051
62,16,car,0.618045,296,791,360,863,1782022475.949051
62,17,car,0.646245,77,827,97,872,1782022475.949051
62,18,car,0.719987,380,860,467,993,1782022475.949051
62,19,motorcycle,0.492332,76,1115,131,1206,1782022475.949051
63,1,car,0.789771,455,790,502,838,1782022476.873544
63,12,motorcycle,0.466057,437,1196,573,1397,1782022476.873544
63,13,car,0.641094,22,787,89,829,1782022476.873544
63,16,car,0.570212,296,792,359,864,1782022476.873544
63,17,car,0.641094,76,827,96,872,1782022476.873544
63,18,car,0.789771,380,862,468,996,1782022476.873544
63,19,motorcycle,0.466057,66,1125,123,1220,1782022476.873544
63,27,car,0.409974,125,755,171,800,1782022476.873544
64,1,car,0.832300,455,793,503,839,1782022477.695557
64,12,car,0.832300,437,1202,574,1402,1782022477.695557
64,13,car,0.633660,23,787,89,829,1782022477.695557
64,16,car,0.557202,293,793,357,866,1782022477.695557
64,17,person,0.400739,73,830,92,872,1782022477.695557
64,18,car,0.832300,380,863,469,999,1782022477.695557
64,19,person,0.400739,59,1133,117,1231,1782022477.695557
64,27,car,0.633660,125,755,171,800,1782022477.695557
65,1,car,0.838101,456,795,503,841,1782022478.548454
65,12,person,0.627666,438,1208,574,1408,1782022478.548454
65,13,car,0.626821,24,788,88,828,1782022478.548454
65,16,car,0.491191,292,794,357,868,1782022478.548454
65,17,person,0.462008,72,829,91,872,1782022478.548454
65,18,car,0.838101,379,865,470,1002,1782022478.548454
65,19,person,0.627666,43,1120,107,1228,1782022478.548454
65,27,car,0.626821,125,755,171,800,1782022478.548454
66,1,car,0.795313,457,797,502,842,1782022479.670698
66,12,motorcycle,0.527123,438,1213,574,1413,1782022479.670698
66,13,car,0.620238,24,788,88,828,1782022479.670698
66,16,car,0.498370,291,795,355,870,1782022479.670698
66,17,person,0.469049,70,830,90,874,1782022479.670698
66,18,car,0.795313,379,866,470,1005,1782022479.670698
66,19,person,0.440953,32,1126,94,1230,1782022479.670698
66,27,car,0.402747,125,757,171,800,1782022479.670698
67,1,car,0.745618,457,798,503,843,1782022480.403455
67,12,car,0.745618,439,1219,574,1418,1782022480.403455
67,13,car,0.620023,24,788,88,828,1782022480.403455
67,16,car,0.491918,291,799,353,872,1782022480.403455
67,17,person,0.521582,69,831,89,874,1782022480.403455
67,18,car,0.745618,379,868,471,1008,1782022480.403455
67,19,person,0.521582,24,1132,88,1240,1782022480.403455
67,27,car,0.620023,126,757,171,800,1782022480.403455
68,1,car,0.774348,457,799,503,843,1782022481.399185
68,12,person,0.707795,439,1225,575,1423,1782022481.399185
68,13,car,0.601445,24,788,88,828,1782022481.399185
68,16,car,0.548688,289,800,352,874,1782022481.399185
68,17,person,0.527705,68,832,88,875,1782022481.399185
68,18,car,0.774348,379,869,472,1011,1782022481.399185
68,19,person,0.707795,7,1144,82,1271,1782022481.399185
68,27,car,0.601445,126,757,171,800,1782022481.399185
69,1,car,0.798246,458,800,503,844,1782022482.399871
69,12,bus,0.550895,440,1230,575,1428,1782022482.399871
69,13,car,0.587082,24,788,88,828,1782022482.399871
69,16,car,0.468243,287,802,352,877,1782022482.399871
69,17,person,0.490433,67,833,86,876,1782022482.399871
69,18,bus,0.550895,377,875,470,1020,1782022482.399871
69,19,person,0.511136,0,1164,67,1280,1782022482.399871
69,27,car,0.587082,126,757,171,800,1782022482.399871
70,1,car,0.697385,457,800,504,846,1782022483.255697
70,12,bus,0.569601,440,1236,575,1433,1782022483.255697
70,13,car,0.587587,24,788,88,828,1782022483.255697
70,16,car,0.590151,287,803,352,879,1782022483.255697
70,17,person,0.547727,65,835,84,877,1782022483.255697
70,18,bus,0.569601,377,877,470,1024,1782022483.255697
70,19,person,0.547727,-9,1172,59,1291,1782022483.255697
70,27,car,0.587587,126,757,171,800,1782022483.255697
71,1,car,0.715389,458,801,505,847,1782022484.093904
71,12,bus,0.720182,441,1242,575,1439,1782022484.093904
71,13,car,0.599880,23,787,89,829,1782022484.093904
71,16,car,0.515013,286,804,352,882,1782022484.093904
71,17,person,0.548792,64,835,83,877,1782022484.093904
71,18,bus,0.720182,377,879,470,1027,1782022484.093904
71,19,person,0.548792,-18,1179,52,1302,1782022484.093904
71,27,car,0.599880,126,758,171,800,1782022484.093904
72,1,car,0.720793,459,801,507,848,1782022484.928811
72,13,car,0.607802,23,787,90,829,1782022484.928811
72,16,car,0.554444,285,806,351,884,1782022484.928811
72,17,person,0.540172,63,837,82,877,1782022484.928811
72,18,bus,0.562667,377,882,470,1031,1782022484.928811
72,19,person,0.540172,-27,1187,45,1312,1782022484.928811
72,27,car,0.446851,128,761,169,800,1782022484.928811
73,1,car,0.708371,459,802,508,850,1782022485.722398
73,13,car,0.591986,24,787,90,829,1782022485.722398
73,16,car,0.422069,283,807,351,886,1782022485.722398
73,17,person,0.443461,63,838,82,877,1782022485.722398
73,18,bus,0.476352,377,884,470,1035,1782022485.722398
73,19,person,0.443461,-36,1195,38,1323,1782022485.722398
73,27,car,0.413855,128,762,169,800,1782022485.722398
74,1,car,0.732827,459,804,509,853,1782022486.442691
74,13,car,0.586442,24,788,89,829,1782022486.442691
74,16,car,0.404450,281,807,352,890,1782022486.442691
74,17,car,0.586442,62,838,80,878,1782022486.442691
74,18,bus,0.454467,377,886,471,1040,1782022486.442691
74,19,car,0.586442,-45,1203,31,1334,1782022486.442691
74,27,car,0.586442,129,763,169,800,1782022486.442691
75,1,car,0.698717,459,805,510,854,1782022487.134448
75,13,car,0.586046,25,787,90,829,1782022487.134448
75,16,car,0.405596,280,809,351,893,1782022487.134448
75,17,car,0.586046,61,839,79,879,1782022487.134448
75,18,bus,0.520482,377,888,472,1044,1782022487.134448
75,19,car,0.586046,-54,1211,24,1345,1782022487.134448
75,27,car,0.586046,129,763,168,800,1782022487.134448
75,30,car,0.456915,402,746,437,783,1782022487.134448
76,1,car,0.739600,459,805,510,855,1782022487.821133
76,13,car,0.597058,25,788,89,829,1782022487.821133
76,16,car,0.432891,280,812,351,895,1782022487.821133
76,17,car,0.597058,60,840,78,879,1782022487.821133
76,18,bus,0.624482,377,891,472,1048,1782022487.821133
76,19,car,0.597058,-63,1218,17,1356,1782022487.821133
76,27,car,0.597058,130,764,168,800,1782022487.821133
76,30,car,0.430296,402,747,436,783,1782022487.821133
77,1,car,0.769013,459,807,510,856,1782022488.494285
77,13,car,0.575312,25,789,90,829,1782022488.494285
77,16,car,0.467999,279,813,351,896,1782022488.494285
77,17,car,0.575312,59,841,77,880,1782022488.494285
77,18,bus,0.457259,377,893,473,1053,1782022488.494285
77,19,car,0.575312,-71,1226,10,1366,1782022488.494285
77,27,car,0.575312,130,764,168,800,1782022488.494285
77,30,car,0.436017,401,748,436,784,1782022488.494285
78,1,car,0.756625,460,808,510,858,1782022489.330876
78,13,car,0.592859,25,789,90,829,1782022489.330876
78,16,car,0.479175,278,815,350,898,1782022489.330876
78,17,car,0.592859,58,842,76,880,1782022489.330876
78,18,bus,0.545324,376,895,473,1057,1782022489.330876
78,19,car,0.592859,-80,1234,2,1377,1782022489.330876
78,27,car,0.592859,130,765,167,800,1782022489.330876
78,30,car,0.420489,401,748,437,784,1782022489.330876
79,1,car,0.736356,460,810,511,859,1782022489.898184
79,13,car,0.580015,25,789,90,830,1782022489.898184
79,16,car,0.736356,277,816,350,901,1782022489.898184
79,17,car,0.580015,57,843,75,881,1782022489.898184
79,18,car,0.736356,376,897,474,1061,1782022489.898184
79,19,car,0.580015,-89,1242,-4,1388,1782022489.898184
79,27,car,0.580015,131,766,167,800,1782022489.898184
79,30,car,0.736356,401,748,436,785,1782022489.898184
80,1,car,0.751263,461,811,511,860,1782022490.737526
80,13,car,0.581227,24,789,90,830,1782022490.737526
80,16,car,0.751263,275,818,350,903,1782022490.737526
80,17,person,0.426902,55,840,74,882,1782022490.737526
80,18,car,0.751263,375,899,475,1065,1782022490.737526
80,19,person,0.426902,-98,1250,-11,1399,1782022490.737526
80,27,car,0.581227,131,766,167,800,1782022490.737526
80,30,car,0.751263,401,749,436,785,1782022490.737526
81,1,car,0.745297,461,812,511,862,1782022491.477229
81,13,car,0.558741,24,789,90,830,1782022491.477229
81,16,bus,0.425418,274,819,349,905,1782022491.477229
81,17,car,0.558741,53,841,73,883,1782022491.477229
81,18,bus,0.425418,376,902,478,1072,1782022491.477229
81,19,car,0.558741,-107,1257,-18,1409,1782022491.477229
81,27,car,0.558741,132,767,167,800,1782022491.477229
81,30,car,0.745297,401,749,436,785,1782022491.477229
82,1,car,0.796189,462,814,512,863,1782022492.463174
82,13,car,0.547635,24,789,90,830,1782022492.463174
82,16,car,0.439020,269,820,345,909,1782022492.463174
82,17,person,0.451538,52,841,72,885,1782022492.463174
82,18,bus,0.575605,375,904,479,1080,1782022492.463174
82,19,person,0.451538,-116,1265,-25,1420,1782022492.463174
82,27,car,0.547635,132,768,166,800,1782022492.463174
82,30,car,0.796189,401,750,436,786,1782022492.463174
83,1,car,0.757412,461,814,513,864,1782022493.198220
83,13,car,0.556340,24,789,90,830,1782022493.198220
83,16,bus,0.647390,267,822,344,911,1782022493.198220
83,17,person,0.497509,51,843,70,886,1782022493.198220
83,18,bus,0.647390,375,907,480,1084,1782022493.198220
83,19,person,0.497509,-125,1273,-32,1431,1782022493.198220
83,27,car,0.556340,132,768,166,800,1782022493.198220
83,30,car,0.757412,401,750,436,786,1782022493.198220
84,1,car,0.752640,462,816,513,867,1782022494.147801
84,13,car,0.561286,24,789,90,830,1782022494.147801
84,16,car,0.414764,266,837,337,917,1782022494.147801
84,17,person,0.455723,50,845,69,887,1782022494.147801
84,18,bus,0.602761,375,910,480,1090,1782022494.147801
84,19,person,0.455723,-134,1281,-39,1442,1782022494.147801
84,27,car,0.561286,133,769,166,800,1782022494.147801
84,30,car,0.752640,401,751,436,786,1782022494.147801
85,1,car,0.692021,463,817,514,868,1782022494.977407
85,13,car,0.558611,24,788,90,830,1782022494.977407
85,16,truck,0.475070,262,830,342,921,1782022494.977407
